エレベーターID,更新日,契約状況,台数,地区,契約日,保守開始月,現場区分,管理番号,旧管理番号,入札判定,契約方式,請求サイクル　数字,契約金額,点検者制約（資格者等）,現場名,現場名ﾌﾘｶﾞﾅ,現場郵便番号,現場住所,マップ,現場TEL,現場FAX,昇降機種別,その他(種別),メーカー,その他(メーカー),機種,旧機種,部品供給停止予定,照明LED化完了日,巻上機型式,駆動方式,その他(駆動方式),製造年月日,リニューアル施工年月,MFG番号,定員,その他(定員),積載,その他(積載),速度,その他(速度),停止階床,遠隔監視種別,遠隔監視装置　回線種別,遠隔監視装置　回線番号,egsコード,点検サイクル,検査有効月,検査実施月,整理番号,契約者,契約者ﾌﾘｶﾞﾅ,契約者（役職名）,契約者（法人）代表者名,契約者（法人）代表者名ﾌﾘｶﾞﾅ,契約者郵便番号,契約者住所,契約者TEL,契約者FAX,報告書郵送先,請求サイクル,所有者,所有者ﾌﾘｶﾞﾅ,所有者郵便番号,所有者住所,所有者TEL,所有者FAX,管理者,管理者ﾌﾘｶﾞﾅ,管理者郵便番号,管理者住所,管理者TEL,管理者FAX,備考,点検連絡など担当者、報告書,鍵保管場所
E-000000011,2025/7/4 9:43,解約,0,長崎,,1988年12月,自社,N42-0011,107-0021-01,一般,YP4,1,15000,制約なし,【解約】市丸ビル,ｲﾁﾏﾙﾋﾞﾙ,850-0852,長崎県長崎市万屋町5-1,"https://www.google.co.jp/maps/place/%E3%80%92850-0852+%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E4%B8%87%E5%B1%8B%E7%94%BA%EF%BC%95%E2%88%92%EF%BC%91/@32.7446747,129.8761693,17z/data=!3m1!4b1!4m6!3m5!1s0x3515534080bcfa15:0x6903a8d2f2c0a64a!8m2!3d32.7446702!4d129.8787442!16s%2Fg%2F11bw4fb_h2?entry=ttu",095-825-1010,095-828-1010,ロープ式エレベーター,,三菱,,BSC,,,,,ロープ式,,1974/12/1,,,6人,,450㎏,,45m/min,,4st,,,,,"3月	6月	9月	12月",12月,未定,0001-00327,株式会社市丸,ｲﾁﾏﾙ,代表取締役,市丸嘉紀,ｲﾁﾏﾙﾖｼﾉﾘ,850-0852,長崎県長崎市万屋町5-1,095-825-1010,095-825-1010,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",株式会社市丸,ｲﾁﾏﾙ,850-0852,長崎県長崎市万屋町５－１,095-825-1010,095-825-1010,株式会社市丸,ｲﾁﾏﾙ,850-0852,長崎県長崎市万屋町５－１,095-825-1010,095-825-1010,2024年7月閉業後に売買がありたて壊しの為解約(PCBの件で悩んでらっしゃた。,,
E-000000012,2025/7/29 11:37,契約中,1,長崎,,2008年8月,自社,N42-0012,107-0022-01,一般,YP6,1,18000,制約なし,岡崎ビル,ｵｶｻﾞｷﾋﾞﾙ,850-0048,長崎県長崎市伊勢町3-24,"https://www.google.co.jp/maps/place/%E3%80%92850-0018+%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E4%BC%8A%E5%8B%A2%E7%94%BA%EF%BC%93%E2%88%92%EF%BC%92%EF%BC%94+%E5%B2%A1%E5%B4%8E%E3%83%93%E3%83%AB/@32.7519152,129.8824758,17z/data=!3m1!4b1!4m6!3m5!1s0x3515534ee0f82261:0xba5bd612bf69d3eb!8m2!3d32.7519107!4d129.8850507!16s%2Fg%2F12j3slky3?entry=ttu",095-820-2318,095-820-2348,ロープ式エレベーター,,三菱,,ACEE2A,,2016年9月,,,ロープ式,,1973/1/1,,,6人,,450㎏,,45m/min,,4st,,,,,"2月	4月	6月	8月	10月	12月",8月,未定,0001-00432,岡崎整骨院岡崎州弘,ｵｶｻﾞｷｾｲｺﾂｲﾝｵｶｻﾞｷｸﾆﾋﾛ,,,,852-8122,長崎県長崎市西山台2-25-6,095-847-0743,095-847-0743,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",岡崎整骨院,ｵｶｻﾞｷｾｲｺﾂｲﾝ,852-8122,長崎県長崎市西山台２－２５－６,095-847-0743,095-847-0743,岡崎ビル,ｵｶｻﾞｷﾋﾞﾙ,852-8122,長崎県長崎市西山台２－２５－６,095-847-0743,095-847-0743,,,
E-000000013,2025/7/29 11:37,契約中,1,長崎,,1988年1月,自社,N42-0014,107-0029-01,一般,SM,1,28600,制約なし,ホテルアークインてんねん,ﾎﾃﾙｱｰｸｲﾝﾃﾝﾈﾝ,850-0851,長崎県長崎市古川町6-31,"https://www.google.co.jp/maps/place/%E3%80%92850-0851+%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E5%8F%A4%E5%B7%9D%E7%94%BA%EF%BC%96%E2%88%92%EF%BC%93%EF%BC%91+%E3%83%9B%E3%83%86%E3%83%AB%E3%82%A2%E3%83%BC%E3%82%AF%E3%82%A4%E3%83%B3+%E3%81%A6%E3%82%93%E3%81%AD%E3%82%93/@32.7451608,129.8778163,17z/data=!3m1!4b1!4m6!3m5!1s0x35155340e812c879:0x34340d420bd3b08a!8m2!3d32.7451563!4d129.8803912!16s%2Fg%2F12hpvt3qm?entry=ttu",095-826-2121,095-826-2121,ロープ式エレベーター,,三菱,,ACE2LE,,2018年9月,,,ロープ式,,1990/11/1,,G7503,9人,,600㎏,,60m/min,,9st,無し,,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",1月,未定,0001-00628,株式会社テンネン企画代表取締役青木由孝,ﾃﾝﾈﾝｷｶｸﾀﾞｲﾋｮｳﾄﾘｼﾏﾘﾔｸｱｵｷﾕﾀｶ,,,,850-0851,長崎県長崎市古川町6-31,095-826-2121,095-826-2121,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",株式会社テンネン企画,ﾃﾝﾈﾝｷｶｸ,850-0851,長崎県長崎市古川町６－３１,095-826-2121,095-826-2121,テンネン企画,ﾃﾝﾈﾝｷｶｸ,850-0851,長崎県長崎市古川町６－３１,095-826-2121,095-826-2121,,,
E-000000014,2025/7/29 11:37,契約中,1,長崎,,1989年2月,自社,N42-0015,107-0031-01,一般,SM,1,32900,制約なし,生和ビル,ｾｲﾜﾋﾞﾙ,850-0057,長崎県長崎市大黒町8-2,"https://www.google.co.jp/maps/place/%E3%80%92850-0057+%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E5%A4%A7%E9%BB%92%E7%94%BA%EF%BC%98%E2%88%92%EF%BC%92/@32.752797,129.8701319,17z/data=!3m1!4b1!4m6!3m5!1s0x3515533a3d347935:0xa40c7e17103adf89!8m2!3d32.7527925!4d129.8727068!16s%2Fg%2F11clmvp7lr?entry=ttu",095-821-6690,095-821-6690,ロープ式エレベーター,,三菱,,ACE2LE,,2018年9月,,,ロープ式,,1982/5/1,,G8062,6人,,450㎏,,60m/min,,5st,,,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",5月,4月,0001-00698,植木和三郎,ｳｴｷｶｽﾞｻﾌﾞﾛｳ,,,,850-0057,長崎県長崎市大黒町8-2,095-821-6690,095-821-6690,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",植木和三郎,ｳｴｷｶｽﾞｻﾌﾞﾛｳ,850-0057,長崎県長崎市大黒町８－２,095-821-6690,095-821-6690,植木和三郎,ｳｴｷｶｽﾞｻﾌﾞﾛｳ,850-0057,長崎県長崎市大黒町８－２,095-821-6690,095-821-6690,,,
E-000000015,2025/7/29 11:37,契約中,1,長崎,,2016年1月,自社,N42-0016,107-0032-01,一般,YP6,2,20000,制約なし,園田真珠　２号機,ｿﾉﾀﾞｼﾝｼﾞｭ ﾆｺﾞｳｷ,852-8117,長崎県長崎市平野町4-16,"https://www.google.co.jp/maps/place/%EF%BC%88%E6%9C%89%EF%BC%89%E5%9C%92%E7%94%B0%E7%9C%9F%E7%8F%A0+%E6%9C%AC%E7%A4%BE/@32.7719141,129.8615727,17z/data=!3m2!4b1!5s0x356aacd15ec4d06f:0xf4795b1bcbf5de5a!4m6!3m5!1s0x356aacd158d970ef:0x18981203b5baf5a8!8m2!3d32.7719096!4d129.8641476!16s%2Fg%2F1wyc26g0?entry=ttu",095-845-5111,095-845-5881,ロープ式エレベーター,,その他,,西部製リニューアル,不明,,,SKE-450F2-60,ロープ式,,2016/1/1,,,9人,,600㎏,,45m/min,,5st,,,,,"2月	4月	6月	8月	10月	12月",2月,未定,0999-00185,株式会社龍屋本舗,ﾀﾂﾔﾎﾝﾎﾟ,,,,852-8117,長崎県長崎市平野町4-16,095-845-5111,095-845-5881,,"2月	4月	6月	8月	10月	12月",龍屋本舗,ﾀﾂﾔﾎﾝﾎﾟ,850-8117,長崎県長崎市平野町４－１６,095-845-5111,095-845-5881,龍屋本舗,ﾀﾂﾔﾎﾝﾎﾟ,852-8117,長崎県長崎市平野町４－１６,095-845-5111,095-845-5881,2024.12メンテ時客先指摘により1号機→2号機へ変更しています,,
E-000000016,2025/7/29 11:37,解約,0,長崎,2023/5/1,2023年5月,自社,N42-0660,107-0985-01,入札,SPV,1,5000,資格者1名,【解約】大村市立大村小学校,ｵｵﾑﾗｼﾘﾂｵｵﾑﾗｼｮｳｶﾞｯｺｳ,856-0834,長崎県大村市玖島1丁目61,"https://www.google.co.jp/maps/place/%E5%A4%A7%E6%9D%91%E5%B8%82%E7%AB%8B%E5%A4%A7%E6%9D%91%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.9105588,129.949378,15z/data=!4m10!1m2!2m1!1z5aSn5p2R5bCP5a2m5qCh!3m6!1s0x356aa7c02282749b:0x65259ad8f0138170!8m2!3d32.8996307!4d129.9602692!15sCg_lpKfmnZHlsI_lrabmoKGSARFlbGVtZW50YXJ5X3NjaG9vbOABAA!16s%2Fg%2F122pkmgn?entry=ttu",0957-53-4111,,ルームレスエレベーター,,三菱,,VFGLB,,,,,,,2020/4/1,,E-GN-151,11人,,750㎏,,45m/min,,3st,VESPlus,,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",7月,未定,2642-03282,大村市教育委員会教育総務課,ｵｵｵﾑﾗｼﾔｸｼｮｷｮｳｲｸｲｲﾝｶｲｷｮｳｲｸｿｳﾑｶ,,,,856-0834,長崎県大村市玖島1丁目61,0957-53-4111,,大村市教育委員会,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",大村市教育委員会,ｵｵﾑﾗｼｷｮｳｲｸｲｲﾝｶｲ,856-0834,長崎県大村市玖島１丁目６１,0957-53-4111,,大村市教育委員会,ｵｵﾑﾗｼｷｮｳｲｸｲｲﾝｶｲ,856-0834,長崎県大村市玖島１丁目６１,0957-53-4111,,2025.4.30解約　エレコミさんへ決定した為,,
E-000000017,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0659a,107-0984-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立長浦小学校,ﾅｶﾞｻｷｼﾘﾂﾅｶﾞｳﾗｼｮｳｶﾞｯｺｳ,851-3212,長崎県長崎市下黒崎町1428,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E9%95%B7%E6%B5%A6%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.9071874,129.7784511,17z/data=!3m1!4b1!4m6!3m5!1s0x356ab1adcd83f8bf:0xe229d04e9f62548!8m2!3d32.907183!4d129.783322!16s%2Fg%2F12mkyxdf5?entry=ttu",095-885-2703,,リフト(フロアタイプ),,三菱,,,,,,,ロープ式,,,,,,,,,,,3st,,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会　学校教育部健康教育課,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,長浦小学校,ﾅｶﾞｳﾗｼｮｳｶﾞｯｺｳ,851-3212,長崎県長崎市下黒崎町１４２８,095-885-2703,,2025.4～契約者変更,,
E-000000018,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0658a,107-0983-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立村松小学校,ﾅｶﾞｻｷｼﾘﾂﾑﾗﾏﾂｼｮｳｶﾞｯｺｳ,851-3102,長崎県長崎市琴海村松町701-8,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E6%9D%91%E6%9D%BE%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.867248,129.7852518,17z/data=!3m1!4b1!4m6!3m5!1s0x356ab22664ed3de9:0xe6775e6339e4a882!8m2!3d32.8672435!4d129.7878267!16s%2Fg%2F12lqjvn2b?entry=ttu",095-884-2019,,リフト(フロアタイプ),,その他,,,,,,,ロープ式,,,,,,,,,,,3st,,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸﾌｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,村松小学校,ﾑﾗﾏﾂｼｮｳｶﾞｯｺｳ,851-3102,長崎県長崎市琴海村松町７０１－８,095-884-2019,,2025.4～契約者変更,,
E-000000019,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0657a,107-0982-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立外海黒崎小学校,ﾅｶﾞｻｷｼﾘﾂｿﾄﾒｸﾛｻｷｼｮｳｶﾞｺｳ,851-2326,長崎県長崎市下黒崎町1428,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E5%A4%96%E6%B5%B7%E9%BB%92%E5%B4%8E%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.8354615,129.7139651,17z/data=!3m2!4b1!5s0x356ab4b91cc4c821:0xc4487bac271b2c3d!4m6!3m5!1s0x356ab4b91c5d4ce9:0x655bccc62ded24a7!8m2!3d32.835457!4d129.71654!16s%2Fg%2F11dyk_n77?entry=ttu",0959-25-0008,,リフト(フロアタイプ),,三菱,,,,,,,ロープ式,,,,,,,300kg,,,,3st,無し,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,外海黒崎小学校,ｿﾄﾒｸﾛｻｷｼｮｳｶﾞｺｳ,851-2326,長崎県長崎市下黒崎町１４２８,0959-25-0008,,2025.4～契約者変更,,
E-000000020,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0656a,107-0981-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立山里小学校,ﾅｶﾞｻｷｼﾘﾂﾔﾏｻﾄｼｮｳｶﾞｺｳ,852-8114,長崎県長崎市橋口町20-56,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E5%B1%B1%E9%87%8C%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.7801952,129.8626636,17z/data=!3m1!4b1!4m6!3m5!1s0x356aacdb85310343:0x7b1ecfd7d843de2c!8m2!3d32.7801907!4d129.8652385!16s%2Fg%2F1219s88x?entry=ttu",095-844-0785,,リフト(フロアタイプ),,三菱,,,,,,,,,,,,,,,,,,4st,,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,山里小学校,ﾔﾏｻﾄｼｮｳｶﾞｯｺｳ,852-8114,長崎県長崎市橋口町２０－５６,095-844-0785,,2025.4～契約者変更,,
E-000000021,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0655a,107-0980-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立茂木小学校,ﾅｶﾞｻｷｼﾘﾂﾓｷﾞｼｮｳｶﾞｯｺｳ,851-0241,長崎県長崎市茂木町283,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E8%8C%82%E6%9C%A8%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.7056885,129.9030281,17z/data=!3m1!4b1!4m6!3m5!1s0x3515547a4a27b307:0x9a1b24a7e48547d9!8m2!3d32.705684!4d129.905603!16s%2Fg%2F113qbt699?entry=ttu",095-836-1913,,リフト(フロアタイプ),,三菱,,,,,,,ロープ式,,,,,,,,,,,4st,,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育部健康教育部,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,茂木小学校,ﾓｷﾞｼｮｳｶﾞｯｺｳ,851-0241,長崎県長崎市茂木町２８３,095-836-1913,,2025.4～契約者変更,,
E-000000022,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0654a,107-0979-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立南陽小学校,ﾅｶﾞｻｷｼﾘﾂﾅﾝﾖｳｼｮｳｶﾞｯｺｳ,850-0994,長崎県長崎市竿浦町1062,"https://www.google.co.jp/maps/place/%E5%8D%97%E9%99%BD%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.6785658,129.8388633,17z/data=!3m2!4b1!5s0x351551be654c6c21:0xd4527e8328c9bb5e!4m6!3m5!1s0x351551be66fa4e21:0x1204a5d38c414720!8m2!3d32.6785613!4d129.8414382!16s%2Fg%2F12lnhq7ff?entry=ttu",095-879-0276,,リフト(フロアタイプ),,三菱,,AC1,,,,,ロープ式,,1979/1/1,,G6329,,,300kg,,20ｍ/min,,4st,無し,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育学部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,南陽小学校,ﾅﾝﾖｳｼｮｳｶﾞｺｳ,850-0994,長崎県長崎市竿浦町１０６２,095-879-0276,,2025.4～契約者変更,,
E-000000023,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0653a,107-0978-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立横尾小学校,ﾅｶﾞｻｷｼﾘﾂﾖｺｵｼｮｳｶﾞｺｳ,852-8065,長崎県長崎市横尾2丁目16-1,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E6%A8%AA%E5%B0%BE%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.8141115,129.8296149,17z/data=!3m1!4b1!4m6!3m5!1s0x356aad742d0df1fd:0xec4c20119c10e0a0!8m2!3d32.814107!4d129.8321898!16s%2Fg%2F120pt6zn?entry=ttu",095-857-4409,,リフト(フロアタイプ),,三菱,,AC1,,,,,ロープ式,,1977/12/1,,65896,,,300kg,,20ｍ/min,,4st,,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育学部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,横尾小学校,ﾖｺｵｼｮｳｶﾞｯｺｳ,852-8065,長崎県長崎市横尾２丁目１６－１,095-857-4409,,2025.4～契約者変更,,
E-000000024,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0652a,107-0977-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立稲佐小学校,ﾅｶﾞｻｷｼﾘﾂｲﾅｻｼｮｳｶﾞｯｺｳ,852-8011,長崎県長崎市稲佐町11-1,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E7%A8%B2%E4%BD%90%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.7563452,129.8586462,17z/data=!3m1!4b1!4m6!3m5!1s0x35155326555872fd:0xf9e850bf5b01c63a!8m2!3d32.7563407!4d129.8612211!16s%2Fg%2F122bg31x?entry=ttu",095-861-2650,,リフト(フロアタイプ),,三菱,,,,,,,ロープ式,,,,,,,,,,,4st,,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育学部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,稲佐小学校,ｲﾅｻｼｮｳｶﾞｯｺｳ,852-8011,長崎県長崎市稲佐町１１－１,095-861-2650,,2025.4～契約者変更,,
E-000000025,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0651a,107-0976-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立北陽小学校,ﾅｶﾞｻｷｼﾘﾂﾎｸﾖｳｼｮｳｶﾞｯｺｳ,852-8061,長崎県長崎市滑石4丁目4-8,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E5%8C%97%E9%99%BD%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.8070104,129.8289372,17z/data=!3m1!4b1!4m6!3m5!1s0x356aad6e11343239:0x8bb777d23654d72d!8m2!3d32.8070059!4d129.8315121!16s%2Fg%2F12lnh759d?entry=ttu",095-856-1314,,リフト(フロアタイプ),,三菱,,AC1,,,,,ロープ式,,1970/11/1,,30439,,,300kg,,20ｍ/min,,4st,,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育学部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,北陽小学校,ﾎｸﾖｳｼｮｳｶﾞｯｺｳ,852-8061,長崎県長崎市滑石４丁目４－８,095-856-1314,,2025.4～契約者変更,,
E-000000026,2025/7/4 9:43,解約,0,長崎,,2023年4月,自社,N42-0650a,107-0975-01a,入札,YP6,2,3800,資格者1名,【解約】長崎市立矢上小学校,ﾅｶﾞｻｷｼﾘﾂﾔｶﾞﾐｼｮｳｶﾞｯｺｳ,851-0133,長崎県長崎市矢上町12-12,"https://www.google.co.jp/maps/place/%E9%95%B7%E5%B4%8E%E5%B8%82%E7%AB%8B%E7%9F%A2%E4%B8%8A%E5%B0%8F%E5%AD%A6%E6%A0%A1/@32.7736707,129.9475791,17z/data=!3m1!4b1!4m6!3m5!1s0x356aaa5789601535:0xcad585a49566bf18!8m2!3d32.7736662!4d129.950154!16s%2Fg%2F121lszlz?entry=ttu",095-838-2047,,リフト(フロアタイプ),,三菱,,AC1,,,,,ロープ式,,1983/12/1,,LHO188,,,300kg,,,,4st,,,,,"1月	3月	5月	7月	9月	11月",11月,未定,,長崎市教育委員会学校教育学部健康教育課,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲｶﾞｯｺｳｷｮｳｲｸﾌﾞｹﾝｺｳｷｮｳｲｸｶ,,,,850-0874,長崎県長崎市魚の町4-1,095-829-1197,095-829-2066,長崎市教育委員会,"1月	3月	5月	7月	9月	11月",長崎市教育委員会,ﾅｶﾞｻｷｼｷｮｳｲｸｲｲﾝｶｲ,850-0874,長崎県長崎市魚の町４－１,095-829-1197,095-829-2066,矢上小学校,ﾔｶﾞﾐｼｮｳｶﾞｯｺｳ,851-0133,長崎県長崎市矢上町１２－１２,095-838-2047,,2025.4～契約者変更,,
